doc_id,term,freq
1016,past decade,1
1016,radicalism,1
1016,effort government,1
1016,social psychological,1
1016,identity,1
1016,culture,1
1016,recent development,1
1016,violent nonviolent,1
1016,violence,1
1016,norms,1
1016,determination,1
48700,activism,1
48700,present work,1
48700,real world,1
48700,radicalism,1
48700,conflict,1
48700,social psychological,1
48700,intergroup dynamic,1
48700,deprivation,1
48700,employment,1
48700,state social,1
48700,resilience,1
50530,recruitment,1
50530,religiosity,1
50530,determination,1
50530,social political religious,1
50530,radicalism,1
50530,university student,1
924,religiosity,1
924,radicalism,1
924,social psychological,1
924,suggestion future,1
924,uncertainty,1
924,fundamentalism,1
924,aggression,1
924,emotion,1
924,adolescence,1
924,muslim youth,1
924,minority,1
924,justice,1
924,social network,1
657,opportunity social,1
657,corruption,1
657,radicalism,1
657,conflict,1
657,economy,1
657,politics,1
657,identity,1
657,violence attention,1
657,political likely,1
657,adolescence,1
657,deprivation,1
657,status,1
657,political sphere,1
657,justice,1
657,social network,1
657,state,1
657,society,1
657,crisis,1
657,security,1
49748,radicalism,1
49748,politics,1
49748,content social,1
49748,region,1
49748,conspiracy,1
49748,social media,1
49748,knowledge gap,1
49748,active passive,1
49748,social space,1
49748,employment,1
49748,political engagement,1
49748,violence far,1
49748,state,1
49748,propaganda,1
49748,social user,1
905,public health,1
905,radicalism,1
905,future policy,1
905,many social,1
905,social network,1
905,muslim heritage,1
905,society,1
48473,threat,1
48473,dogmatism,1
48473,radicalism,1
48473,economy,1
48473,youth social,1
48473,long run,1
48473,adolescence,1
48473,social economic political,1
48473,globalization,1
944,radicalism,1
944,conservatism,1
944,emotion,1
944,victimization,1
944,cognition,1
944,norms,1
944,social network,1
50533,cognition,1
50533,social network,1
50533,language,1
50533,first systematic,1
50533,radicalism,1
1019,mean violence,1
1019,violence low,1
1019,support violence,1
1019,radicalism,1
1019,ideology,1
1019,policy,1
1019,significance gain,1
1019,norms,1
1019,social network,1
1019,engagement violence,1
1019,dynamic violence,1
1019,significance quest,1
1019,important social,1
756,previous work,1
756,nature violent,1
756,islamist,1
756,radicalism,1
756,security,1
15440,social learning,1
15440,radicalism,1
15440,morality,1
15440,deprivation,1
15440,mobile phone,1
15440,cynicism,1
15440,social network,1
15440,social change,1
15440,criminality,1
15440,social exclusion,1
744,previous work,1
744,nature violent,1
744,twentieth century,1
744,islamist,1
744,radicalism,1
744,first century,1
744,security,1
684,radicalism,1
684,high degree,1
684,self control,1
684,motivation violent,1
684,content social,1
684,engagement violent,1
684,mobilization,1
684,internet,1
684,tendency political,1
684,superiority,1
1600,future work,1
1600,violent non violent,1
1600,violence,1
1600,social learning,1
1600,violence violent,1
1600,strong social,1
1600,radicalism,1
1600,relationship social,1
48331,nature violent,1
48331,activism,1
48331,avenue future research,1
48331,radicalism,1
48331,far right,1
48331,canadian law enforcement,1
48331,former right wing,1
48331,racism,1
48331,limitation avenue future,1
48331,discussion limitation avenue,1
48331,social network,1
48331,law enforcement official,1
18470,violence future,1
18470,social learning,1
18470,violence adolescent,1
18470,radicalism,1
18470,integration,1
18470,adolescence,1
18470,deprivation,1
18470,future violent,1
18470,violence,1
18470,right wing political,1
18470,criminality,1
49118,threat,1
49118,radicalism,1
49118,ingroup outgroup,1
49118,current social,1
49118,uncertainty,1
49118,identity,1
49118,stress,1
49118,engagement violence,1
4679,nationalism,1
4679,radicalism,1
4679,propensity violent,1
4679,morality,1
4679,motivated violence,1
4679,young adolescent,1
4679,young adult,1
4679,internet,1
4679,norms,1
4679,political religious,1
4679,adolescent young adult,1
4679,violence previous,1
4679,criminality,1
4679,key proposition,1
49907,threat,1
49907,conformity,1
49907,radicalism,1
49907,identity,1
49907,motivated violence,1
49907,emotion,1
49907,family,1
49907,justice,1
49907,social network,1
49907,engagement violence,1
3379,islamist,1
3379,motivate violence,1
3379,violence personal,1
3379,violence important,1
3379,radicalism,1
3379,violent attitude,1
3379,far left,1
3379,strength limitation,1
3379,aggression,1
3379,motivated violence,1
3379,age,1
3379,integration,1
3379,right wing religious,1
3379,light current,1
3379,violence positive,1
3379,social environment,1
3379,internet,1
3379,sex,1
3379,cognition,1
3379,violence,1
3379,justice,1
3379,criminality,1
3379,system justification,1
3379,positive attitude,1
3379,superiority,1
2005,content violent,1
2005,radicalism,1
2005,deviance,1
2005,mental health,1
2005,understand violent,1
2587,violence future,1
2587,radicalism,1
2587,identity,1
2587,engagement violent,1
2587,age,1
2587,late adolescence,1
2587,capacity violence,1
2587,norms,1
2587,criminality,1
2587,informal social,1
2587,significance quest,1
1908,little attitude,1
1908,radicalism,1
1908,conflict,1
1908,less support violent,1
1908,deviance,1
1908,uncertainty,1
1908,age,1
1908,attitude violent,1
1908,late adolescence,1
1908,altruism,1
1908,low support,1
1908,social network,1
1908,criminality,1
1908,early adulthood,1
1908,violence part,1
1059,dogmatism,1
1059,radicalism,1
1059,young violent,1
1059,ideology,1
1059,child adolescent,1
1059,mental health,1
1059,potential violent,1
1059,deprivation,1
1059,ptsd,1
1059,lone actor,1
1059,stress,1
1059,discourse,1
1059,substance use,1
12689,technology,1
12689,radicalism,1
12689,different social,1
12689,youth social,1
12689,attitude violent,1
12689,propaganda,1
12689,social media,1
12689,adolescence,1
12689,social attitude,1
12689,deprivation,1
12689,future violent,1
12689,internet,1
12689,cognition,1
12689,important social,1
12689,use social,1
2973,collective significance,1
2973,radicalism,1
2973,different culture,1
2973,author psychological,1
2973,wide variety,1
2973,norms,1
2973,significance quest,1
2973,superiority,1
2973,violence ideological,1
6017,islamist,1
6017,radicalism,1
6017,far right,1
6017,low power,1
6017,deprivation,1
6017,culture,1
6017,justice,1
6017,high power,1
6017,society,1
3788,radicalism,1
3788,negative material,1
3788,deviance,1
3788,rationality,1
3788,development strategy,1
3788,emotion,1
3788,first step,1
3788,sex,1
3788,internet,1
3019,comprehensive understanding,1
3019,non linear,1
3019,radicalism,1
3019,social cohesion,1
3019,knowledge gap,1
3019,social exclusion,1
9660,radicalism,1
9660,age,1
9660,university student,1
9660,emotion,1
9660,young adult,1
9660,sex,1
9660,resilience,1
2619,radicalism,1
2619,specific case,1
2255,attitude different,1
2255,dogmatism,1
2255,nationalism,1
2255,radicalism,1
2255,conflict,1
2255,economy,1
2255,uncertainty,1
2255,identity,1
2255,content social,1
2255,fanaticism,1
2255,attitude low,1
2255,age,1
2255,social economic,1
2255,various aspect,1
2255,language,1
2255,cognition,1
2255,determination,1
952,discrimination,1
952,radicalism,1
952,violent non violent,1
952,rationality,1
952,non violent,1
952,attitude violent,1
952,emotion,1
4091,cross cultural,1
4091,radicalism,1
4091,youth violence,1
4091,identity,1
4091,religious political,1
4091,culture,1
4091,violence,1
4091,justice,1
4091,ideological religious,1
4091,resilience,1
4091,violence ideological,1
2324,discrimination,1
2324,young extreme,1
2324,radicalism,1
2324,competition,1
2324,ideology,1
2324,social cohesion,1
2324,extreme opinion,1
2324,mental health,1
2324,adolescence,1
2324,deprivation,1
2324,culture,1
2324,ptsd,1
2324,employment,1
2324,social network,1
2324,criminality,1
2324,significance quest,1
6738,threat,1
6738,radicalism,1
6738,ideology,1
6738,identity,1
6738,fundamentalism,1
6738,peace,1
6738,participation violent,1
6738,sex,1
6738,security,1
50095,structural social,1
50095,radicalism,1
50095,ideology,1
50095,policy debate,1
50095,security,1
50095,policy reform,1
50095,way social,1
50095,attention social,1
50095,education,1
50095,mobilization,1
50095,cognition,1
50095,less attention,1
50095,justice,1
50095,social young,1
50095,resilience,1
50095,superiority,1
1277,internet,1
1277,cognition,1
1277,mortality salience,1
1277,aggression,1
1277,altruism,1
1277,radicalism,1
1277,propaganda,1
2104,current understanding,1
2104,discrimination,1
2104,radicalism,1
2104,psychological young,1
2104,identity,1
2104,ideology,1
2104,social cohesion,1
2104,new wave,1
2104,mental health,1
2104,main category,1
2104,adolescence,1
2104,culture,1
2104,ptsd,1
2104,adolescent development,1
2104,social network,1
2104,criminality,1
2722,content violent,1
2722,islamist,1
2722,radicalism,1
2722,ideology,1
2722,skepticism,1
2722,social media,1
2722,scholar policymaker,1
2722,language,1
2722,internet,1
2722,sex,1
49400,participation violent political,1
49400,family member,1
49400,social learning,1
49400,radicalism,1
49400,nonviolent violent,1
49400,mental health,1
49400,education,1
49400,criminal record,1
49400,employment,1
49400,social network,1
49400,criminality,1
49400,insight political,1
1049,radicalism,1
1049,ideology,1
1049,policy,1
1049,deprivation,1
1049,norms,1
1049,criminality,1
10666,ideology young,1
10666,activism,1
10666,reason young,1
10666,radicalism,1
10666,development social,1
10666,ideology,1
10666,mental health,1
10666,personal social,1
10666,age,1
10666,author psychological,1
10666,education,1
10666,social environment,1
10666,employment,1
10666,cognition,1
3240,activism,1
3240,violent right wing,1
3240,avenue future research,1
3240,radicalism,1
3240,far right,1
3240,canadian law enforcement,1
3240,world violent,1
3240,former right wing,1
3240,racism,1
3240,limitation avenue future,1
3240,discussion limitation avenue,1
3240,offline world,1
3240,internet,1
3240,social network,1
3240,law enforcement official,1
1033,leave wing right,1
1033,new social,1
1033,radicalism,1
1033,ideology,1
1033,semi structured,1
1033,recruitment,1
1033,right wing religious,1
1033,recruitment new,1
1033,internet,1
1033,wing right wing,1
1033,criminality,1
1033,society,1
12507,radicalism,1
12507,policy development,1
12507,policy discourse,1
12507,policy,1
12507,education,1
12507,school,1
12507,structural violence,1
12507,superiority,1
6176,iq,1
6176,islamist,1
6176,radicalism,1
6176,potential victim,1
6176,action violent,1
6176,violence violent,1
6176,belief violent,1
7835,policy,1
7835,adolescence,1
7835,non lethal,1
7835,youth violent,1
7835,radicalism,1
7835,superiority,1
44224,threat,1
44224,radicalism,1
44224,potential violence,1
44224,ideology,1
44224,case violence,1
44224,violence author,1
44224,mobilization,1
44224,ideological belief,1
44224,belief violent,1
44224,college university,1
44224,social network,1
6479,threat,1
6479,white race,1
6479,violent right wing,1
6479,avenue future research,1
6479,radicalism,1
6479,far right,1
6479,violent non violent,1
6479,non violent,1
6479,social media,1
6479,sub forum,1
6479,limitation avenue future,1
6479,discussion limitation avenue,1
6479,mobilization,1
6479,ideological belief,1
6479,internet,1
6479,enforcement intelligence agency,1
6479,law enforcement intelligence,1
6479,trust,1
6479,justice,1
6479,similar ideological,1
6479,engagement violence,1
6479,superiority,1
49061,high support,1
49061,radicalism,1
49061,conflict,1
49061,ordinary least square,1
49061,morality,1
49061,diversity,1
49061,age,1
49061,adolescence,1
49061,deprivation,1
49061,justification violence,1
49061,cynicism,1
2283,family member,1
2283,islamist,1
2283,radicalism,1
2283,social violent,1
2283,ideology,1
2283,primary source,1
2283,violence social,1
2283,sex,1
3553,violence,1
3553,cognition,1
3553,norms,1
3553,morality,1
3553,radicalism,1
3553,resilience,1
3553,education,1
3553,consequence violence,1
2440,important step,1
2440,radicalism,1
2440,ideology,1
2440,criminal violence,1
2440,emotion,1
2440,frustration,1
2440,status,1
2440,use violence,1
2440,sex,1
2440,violence,1
2440,justice,1
2440,criminality,1
2440,violence ideological,1
2440,motivation violent,1
9899,domestic violence,1
9899,radicalism,1
9899,global concern,1
9899,uncertainty,1
9899,suggestion future,1
9899,morality,1
9899,age,1
9899,violence violent,1
9899,deprivation,1
9899,culture,1
9899,sex,1
9899,cognition,1
9899,future direction,1
9899,security,1
43527,fusion,1
43527,threat,1
43527,conformity,1
43527,dehumanization,1
43527,radicalism,1
43527,economy,1
43527,competition,1
43527,identity,1
43527,emotion,1
43527,poverty,1
43527,violence,1
43527,norms,1
43527,criminality,1
43527,community support,1
43527,security,1
43822,radicalism,1
43822,ideology,1
43822,rationality,1
43822,cognition,1
43822,violence ideological,1
2392,competition,1
2392,significance violent,1
2392,ideology,1
2392,identity,1
2392,norms,1
2392,criminality,1
2392,radicalism,1
1087,mobilization,1
1087,violence little,1
1087,political actor,1
1087,violence,1
1087,actor social,1
1087,violence way,1
1087,engagement violence,1
1087,understand violent,1
1087,radicalism,1
3342,radicalism,1
3342,aggression,1
3342,integration,1
3342,young adult,1
3342,authoritarianism,1
3342,internet,1
3342,justice,1
3342,aggression political,1
1018,significant relationship,1
1018,radicalism,1
1018,support violent,1
1018,economy,1
1018,deviance,1
1018,great support,1
1018,vast majority,1
1018,culture,1
1018,education,1
1018,social cultural,1
1018,norms,1
13710,relationship right wing,1
13710,radicalism,1
13710,far right,1
13710,immigration,1
13710,large share,1
13710,extent right wing,1
13710,right wing attitude,1
13710,attitude analyse,1
13710,adolescence,1
13710,culture,1
13710,status,1
13710,deprivation,1
13710,family,1
13710,school,1
13710,young social,1
13710,cognition,1
2372,content violent,1
2372,illegal violent,1
2372,dogmatism,1
2372,activism,1
2372,radicalism,1
2372,violence possible,1
2372,movement violence,1
2372,aggression,1
2372,relationship various,1
2372,possible reason,1
2372,political behavior,1
2372,well understand,1
2372,cognition,1
2372,undergraduate student,1
2372,personality,1
7602,threat,1
7602,radicalism,1
7602,ideology,1
7602,identity,1
7602,mental health,1
7602,status,1
7602,polarization,1
7602,motivation violent,1
955,religiosity,1
955,islamist,1
955,radicalism,1
955,far right,1
955,field right wing,1
955,right wing attitude,1
955,active passive,1
955,internet,1
955,cognition,1
39879,religiosity,1
39879,violence important,1
39879,radicalism,1
39879,identity,1
39879,rationality,1
39879,violence use,1
39879,fundamentalism,1
39879,mental health,1
39879,violence social,1
39879,belief social,1
39879,language,1
39879,violence religious,1
39879,particular focus,1
39879,criminality,1
4400,nationalism,1
4400,radicalism,1
4400,violent attitude,1
4400,development violent,1
4400,society,1
4400,adolescence,1
4400,status,1
4400,education,1
4400,family,1
4400,adolescent development,1
4400,internet,1
4400,sex,1
4400,cognition,1
4400,institutions,1
4400,crisis,1
382,threat,1
382,radicalism,1
382,far right,1
382,identity,1
382,right wing belief,1
382,motivated violence,1
382,violent intention,1
382,right wing attitude,1
382,emotion,1
382,adolescence,1
382,violence violent,1
382,deprivation,1
382,authoritarianism,1
382,right wing,1
382,cognition,1
382,justice,1
382,system justification,1
382,superiority,1
35838,norms,1
35838,social network,1
35838,various ideological,1
35838,radicalism,1
35838,violence ideological,1
15830,dogmatism,1
15830,radicalism,1
15830,far right,1
15830,prejudice,1
15830,age,1
15830,populism,1
15830,large extent,1
15830,emotion,1
15830,right wing attitude,1
15830,adolescence,1
15830,culture,1
15830,education,1
15830,young adult,1
15830,democracy,1
15830,cognition,1
15830,norms,1
15830,criminality,1
15830,right wing populist,1
30105,nationalism,1
30105,radicalism,1
30105,religion politic,1
30105,uncertainty,1
30105,identity,1
30105,adolescence,1
30105,direction future research,1
30105,norms,1
30105,criminality,1
30105,society,1
2019,violent right wing,1
2019,new social,1
2019,radicalism,1
2019,far right,1
2019,identity,1
2019,long term,1
2019,engagement disengagement,1
2019,criminality,1
6627,religiosity,1
6627,islamist,1
6627,intolerance,1
6627,radicalism,1
6627,far left,1
6627,right wing left,1
6627,attitude religious,1
6627,religiosity religious,1
6627,way religion,1
6627,substance use,1
6627,cognition,1
6627,religious affiliation,1
6627,religion important,1
6627,specific religious,1
6627,criminality,1
6627,relationship religion,1
6627,social exclusion,1
2984,religiosity,1
2984,anger,1
2984,radicalism,1
2984,competition,1
2984,identity,1
2984,diversity,1
2984,racism,1
2984,field violent,1
2984,social network,1
2984,justice,1
2984,strong sense,1
2984,resilience,1
2984,political structure,1
2984,social exclusion,1
2773,radicalism,1
2773,important aspect,1
2773,social cohesion,1
2773,conservatism,1
2773,aggression,1
2773,mental health,1
2773,education,1
2773,altruism,1
2773,personality,1
2773,significance quest,1
2773,empathy,1
7208,dogmatism,1
7208,negative attitude,1
7208,nationalism,1
7208,radicalism,1
7208,prejudice,1
7208,identity,1
7208,fanaticism,1
7208,author key,1
7208,adolescence,1
7208,education,1
7208,young adult,1
7208,cognition,1
7208,society,1
1076,hate,1
1076,radicalism,1
1076,immigration,1
1076,identity,1
1076,recruitment,1
1076,frustration,1
1076,recruitment new,1
1076,well understand,1
1076,justice,1
1076,social young,1
1076,society,1
1076,social exclusion,1
6587,far right,1
6587,far left,1
6587,identity,1
6587,islamist,1
6587,family,1
6587,radicalism,1
12323,religiosity,1
12323,radicalism,1
12323,great support,1
12323,direct indirect,1
12323,anxiety,1
12323,internet,1
12323,concern many country,1
12323,political religious,1
12323,religiosity support,1
44254,dogmatism,1
44254,radicalism,1
44254,identity,1
44254,adolescence,1
44254,education,1
44254,specific nature,1
44254,employment,1
44254,sex,1
44254,adolescent young,1
44254,social network,1
44254,state,1
9829,radicalism,1
9829,deviance,1
9829,significance violent,1
9829,psychological underpinning,1
9829,integration,1
9829,norms,1
9829,predictive power,1
9829,future direction,1
9829,significance quest,1
1473,behavioral social,1
1473,radicalism,1
1473,mental health,1
1473,young adolescent,1
1473,adolescence,1
1473,family,1
1473,sex,1
1473,social network,1
1473,justice,1
1473,machine learn,1
1473,key question,1
1473,state art,1
1473,interpersonal relationship,1
980,radicalism,1
980,large amount,1
980,identity,1
980,ideology,1
980,cognition,1
980,determination,1
980,society,1
980,security,1
26057,radicalism,1
26057,police,1
26057,social cohesion,1
26057,aggression,1
26057,attitude low,1
26057,integration,1
26057,adolescence,1
26057,school,1
1048,religiosity,1
1048,dogmatism,1
1048,radicalism,1
1048,conflict religious,1
1048,integration,1
1048,social environment,1
1048,norms,1
1048,religious social,1
1048,social network,1
1048,significance quest,1
1048,positive attitude,1
900,radicalism,1
900,idea violent,1
900,social cohesion,1
900,integration,1
900,violent mean,1
900,social media,1
900,direction future research,1
900,lone actor,1
900,mobilization,1
900,cognition,1
900,state,1
900,criminality,1
48143,political social,1
48143,radicalism,1
48143,support violent,1
48143,conflict,1
48143,great support,1
48143,violence respondent,1
48143,altruism,1
48143,religious teaching,1
48143,group process,1
48143,cognition,1
48143,trust,1
48143,social network,1
48143,communal violence,1
48143,resilience,1
48143,high violence,1
48143,violence support,1
48143,strong support,1
48143,social exclusion,1
725,threat,1
725,anger,1
725,radicalism,1
725,future research,1
725,intention violent,1
725,social cohesion,1
725,violent intention,1
725,honor,1
725,policy,1
725,deprivation,1
725,culture,1
725,employment,1
725,social political,1
725,social network,1
725,justice,1
725,urban,1
725,resilience,1
1726,war violence,1
1726,radicalism,1
1726,justification violent,1
1726,ideology,1
1726,morality,1
1726,rationality,1
1726,age,1
1726,low high,1
1726,western country,1
1726,adolescence,1
1726,family,1
1726,violence,1
1726,personality,1
4264,little attitude,1
4264,dogmatism,1
4264,activism,1
4264,radicalism,1
4264,violence little,1
4264,attitude low,1
4264,age,1
4264,present knowledge,1
4264,frustration,1
4264,satisfaction,1
4264,open minded,1
4264,liberalism,1
4264,internet,1
4264,sex,1
4264,cognition,1
4264,violence,1
5533,intolerance,1
5533,radicalism,1
5533,police officer,1
5533,age,1
5533,positive negative,1
5533,strong positive,1
5533,education,1
5533,sex,1
5533,military personnel,1
8791,mental state,1
8791,radicalism,1
8791,uncertainty,1
8791,ideology,1
8791,mental health,1
8791,less extent,1
8791,adolescence,1
8791,effective way,1
8791,cognition,1
8791,justice,1
8791,globalization,1
18524,central question,1
18524,islamist,1
18524,country specific,1
18524,radicalism,1
18524,answer question,1
18524,ideology,1
18524,far left,1
18524,region,1
18524,diversity,1
18524,right wing left,1
18524,integration,1
18524,deprivation,1
18524,status,1
15188,dogmatism,1
15188,negative attitude,1
15188,intolerance,1
15188,radicalism,1
15188,attitude ethnic,1
15188,psychological young,1
15188,personality,1
15188,action young,1
15188,adolescence,1
15188,culture,1
15188,cognition,1
15188,criminality,1
15188,system justification,1
15188,social exclusion,1
50256,radicalism,1
50256,economy,1
50256,different source,1
50256,development violent,1
50256,diversity,1
50256,integration,1
50256,action support,1
50256,status,1
50256,well understand,1
50256,attitude intention,1
4516,religiosity,1
4516,threat,1
4516,particular political,1
4516,activism,1
4516,intolerance,1
4516,radicalism,1
4516,psychological young,1
