doc_id,term,freq
744,radicalism,1
744,morality,1
744,social control,1
684,bas traits,1
684,personality,1
684,radicalism,1
684,internet,1
48331,far right,1
48331,radicalism,1
49118,identity,1
49118,radicalism,1
4679,situational action theory,1
4679,radicalism,1
49907,radicalism,1
3379,radicalism,1
3379,far left,1
2005,internet,1
2005,radicalism,1
2005,bis,1
2005,bas,1
2587,norms,1
2587,criminality,1
2587,engagement,1
2587,radicalism,1
1908,deprivation,1
1908,radicalism,1
1908,maturation,1
1059,radicalism,1
1059,ptsd,1
1059,adolescence,1
1059,children,1
1059,stress,1
12689,technology acceptance model,1
12689,radicalism,1
12689,cognition,1
12689,social media,1
12689,adolescence,1
2973,significance quest,1
2973,radicalism,1
3788,rationality,1
3788,risk perception,1
3788,radicalism,1
3019,scoping review,1
3019,radicalism,1
3019,integration,1
9660,resilience,1
9660,self control,1
9660,young adults,1
9660,radicalism,1
2619,security,1
2619,radicalism,1
2255,nationalism,1
2255,radicalism,1
2255,language,1
2255,fanaticism,1
2255,multicode text,1
2255,identity,1
952,non violence,1
952,radicalism,1
952,violence,1
4091,resilience,1
4091,adolescence,1
4091,radicalism,1
2324,mental health,1
2324,adolescence,1
2324,radicalism,1
2324,psychological vulnerabilities,1
6738,identity,1
6738,ideology,1
6738,radicalism,1
50095,education,1
50095,>,1
50095,radicalism,1
50095,security,1
50095,social movements,1
50095,peace,1
1277,aggression,1
1277,propaganda,1
1277,radicalism,1
1277,mortality salience,1
2104,mental health,1
2104,adolescence,1
2104,radicalism,1
2104,psychological vulnerabilities,1
49400,criminality,1
49400,radicalism,1
1049,criminality,1
1049,radicalism,1
10666,adolescence,1
10666,protest behavior,1
10666,radicalism,1
10666,emotion,1
3240,internet,1
3240,radicalism,1
1033,internet,1
1033,social media,1
1033,radicalism,1
1033,recruitment,1
12507,education,1
12507,radicalism,1
12507,cve policy,1
6176,iq,1
6176,radicalism,1
6176,islamist,1
7835,policy,1
7835,adolescence,1
7835,radicalism,1
7835,violence,1
44224,threat,1
44224,college violence,1
44224,ideology,1
44224,radicalism,1
6479,internet,1
6479,far right,1
6479,radicalism,1
6479,posting patterns,1
49061,criminality,1
49061,deprivation,1
49061,violence,1
49061,radicalism,1
2283,radicalism,1
2440,reoffending risk,1
2440,radicalism,1
2440,motivation,1
9899,young adults,1
9899,radicalism,1
9899,morality,1
9899,violence exposure,1
43527,radicalism,1
43822,radicalism,1
1087,radicalism,1
1087,virtuality,1
3342,justice,1
3342,internet,1
3342,self control,1
3342,radicalism,1
1018,structural factors,1
1018,radicalism,1
1018,psychological factors,1
13710,intergroup contact,1
13710,student survey,1
13710,deprivation,1
2372,trait aggression,1
2372,radicalism,1
2372,internet,1
2372,proactive aggression,1
2372,aggression,1
7602,ideology,1
7602,radicalism,1
955,radikalisierung,1
955,radicalism,1
955,jugend,1
955,internet,1
955,politik,1
955,politics,1
955,adolescence,1
955,religiosity,1
39879,fundamentalism,1
39879,martyrdom,1
39879,radicalism,1
4400,sex,1
4400,radicalism,1
4400,adolescence,1
4400,crisis,1
4400,healthy adolescent development,1
4400,family support programs,1
382,radicalism,1
382,threat,1
382,superiority,1
382,uncertainty,1
382,violent intentions,1
15830,radicalism,1
15830,prejudice,1
15830,right wing populism,1
15830,culture,1
15830,far right,1
15830,group focused enmity,1
30105,intergroup relations,1
30105,radicalism,1
30105,uncertainty,1
30105,identity,1
30105,social categorization,1
2019,radicalism,1
2019,right wing,1
2984,radicalism,1
2984,language,1
2984,internet,1
2984,significance quest,1
2984,racism,1
2984,identity,1
2773,radicalism,1
2773,basic psychological needs,1
2773,personality,1
2773,right wing,1
2773,violence,1
7208,nationalism,1
7208,radicalism,1
7208,prejudice,1
7208,fanaticism,1
7208,young people,1
7208,identity,1
1076,immigration,1
1076,adolescence,1
1076,radicalism,1
6587,islamist,1
6587,radicalism,1
6587,academic performance,1
6587,far left,1
6587,life events,1
6587,identity,1
6587,far right,1
6587,family,1
44254,behavior prevention,1
44254,identity,1
44254,adolescence,1
44254,radicalism,1
9829,significance quest,1
9829,prisma 2020,1
9829,radicalism,1
1473,adolescence,1
1473,radicalism,1
980,significance quest,1
980,determination,1
980,radicalism,1
26057,radicalism,1
26057,adolescence,1
26057,social cohesion,1
26057,integration,1
26057,self control,1
1048,environment,1
1048,mosque attendance,1
1048,islamist,1
1048,radicalism,1
900,copycat criminal,1
900,radicalism,1
900,school shooting,1
900,conceptual models,1
900,adolescence,1
900,school shooter,1
48143,sahel,1
48143,radicalism,1
48143,community violence,1
725,justice,1
725,resilience,1
725,radicalism,1
725,school,1
1726,rationality,1
1726,psychological mechanisms,1
1726,radicalism,1
1726,personality,1
4264,cognition,1
4264,belief personification,1
4264,violence,1
4264,need for relatedness,1
5533,violent aggression,1
5533,intolerance,1
5533,radicalism,1
8791,radicalism,1
8791,internet,1
8791,adolescence,1
8791,uncertainty,1
8791,destructive content,1
15188,internet,1
15188,security,1
15188,radicalism,1
50256,radicalism,1
4516,status,1
4516,society,1
4516,radicalism,1
4516,manifestation,1
49550,secondary schools,1
49550,adolescence,1
49550,radicalism,1
13832,norms,1
13832,intolerance,1
13832,socio psychological attitudes,1
13832,deviance,1
35925,internet,1
35925,social media,1
35925,radicalism,1
18464,social exclusion,1
18464,radicalism,1
29841,conflict,1
29841,security,1
29841,adolescence,1
29841,radicalism,1
22772,education,1
22772,radicalism,1
22772,preventive measures,1
22772,young people,1
22772,ideology,1
34808,radicalism,1
420,extremes,1
420,radicalism,1
420,adolescence,1
420,right,1
420,far left,1
1430,state,1
1430,youth policy,1
1430,adolescence,1
1430,radicalism,1
35594,conflict,1
35594,radicalism,1
35594,emotion,1
35594,ideology,1
35594,threat,1
35594,stress,1
49519,radicalism,1
49519,social exclusion,1
49519,significance quest,1
49519,anomia,1
49519,threat,1
1672,push and pull factors,1
1672,theoretical models,1
1672,radicalism,1
1381,radicalism,1
1381,norms,1
1381,significance quest,1
1381,network,1
1381,prevention interventions,1
4339,social movements,1
4339,political behaviour,1
4339,quantitative analysis < data analysis,1
8996,political attitudes,1
8996,radicalism,1
8996,emotion,1
8996,minority,1
8996,threat,1
8996,stress,1
48612,significance quest,1
48612,preferred reporting items for systematic reviews and meta analyses,1
49924,deprivation,1
49924,radicalism,1
49924,discrimination,1
49924,superiority,1
49924,society,1
49924,justice,1
43645,significance quest,1
43645,culture,1
43645,radicalism,1
2363,sports,1
2363,pve,1
2363,radicalism,1
985,deprivation,1
985,radicalism,1
985,culture,1
985,violent disinhibition,1
985,identity,1
786,psychological,1
786,islamist,1
786,radicalism,1
843,deprivation,1
843,islamist,1
843,radicalism,1
843,norms,1
843,identity,1
967,turning points,1
967,radicalism,1
1397,justice,1
1397,radicalism,1
1397,lone actor,1
1139,norms,1
1139,deprivation,1
1139,radicalism,1
1139,social network,1
4860,mental health,1
4860,radicalism,1
925,radicalism,1
13793,mental health,1
13793,radicalism,1
13793,emotion,1
13793,stress,1
4303,mena region,1
4303,radicalism,1
4303,people's dwindling support to violence,1
4303,violence against other people,1
35570,significance quest,1
35570,anomia,1
35570,radicalism,1
2270,education,1
2270,deprivation,1
2270,radicalism,1
2270,employment,1
2270,criminality,1
2270,violent crimes,1
48873,activism,1
48873,radicalism,1
48873,significance quest,1
48873,anomia,1
48873,yellow vests protest,1
50074,complex psychotraumatism,1
50074,radicalism,1
50074,post traumatic dissociation,1
50074,adolescence,1
50074,mental health,1
19788,cognition,1
19788,radicalism,1
19788,motivation,1
9944,threat,1
9944,cognition,1
9944,radicalism,1
16082,mental health,1
16082,radicalism,1
1476,wellbeing,1
1476,radicalism,1
1476,family adaptability,1
1476,family cohesion,1
1476,family,1
869,education,1
869,radicalism,1
869,discrimination,1
842,propaganda,1
842,radicalism,1
842,morality,1
842,cognition,1
842,information seeking,1
842,criminality,1
38039,conflict,1
38039,death,1
38039,radicalism,1
38039,peace,1
695,culture,1
695,adolescence,1
695,radicalism,1
24955,radicalism,1
24955,social network,1
24955,judiciary,1
24955,cognition,1
24955,adolescence,1
24955,students,1
24955,political awareness,1
1607,projective technique,1
1607,identity,1
1607,violence,1
1607,radicalism,1
690,network,1
690,public health,1
690,radicalism,1
882,violence,1
882,radicalism,1
882,deviance,1
2751,radicalism,1
2751,deviance,1
920,radicalism,1
920,polarization,1
920,culture,1
920,mental health,1
920,violence,1
6973,identity,1
6973,radicalism,1
745,religion conversion,1
745,religion belief,1
745,radicalism,1
912,propaganda,1
912,radicalism,1
912,internet,1
912,culture,1
912,threat,1
912,post traumatic growth,1
912,cve,1
912,violent dyads,1
50469,deprivation,1
50469,radicalism,1
50469,conflictual irrelevance,1
50469,resource mobilisation,1
803,intellectual humility,1
803,cognition,1
803,dogmatism,1
803,radicalism,1
33878,radicalism,1
33878,early adolescence,1
33878,social cohesion,1
33878,community violence,1
33878,social ecology,1
3413,cognition,1
3413,significance quest,1
3413,radicalism,1
3413,discrimination,1
7563,adolescent offenders,1
7563,radicalism,1
1841,violent offenders,1
1841,violent exposure,1
1841,hate,1
1841,internet,1
49937,criminality,1
49937,social cohesion,1
49937,discrimination,1
49937,radicalism,1
50521,socio cultural theory,1
50521,radicalism,1
50521,violence,1
1311,life skills,1
1311,radicalism,1
1311,morality,1
8889,social movements,1
8889,radicalism,1
50488,mental health,1
50488,adolescent behavior,1
50488,radicalism,1
7639,developmental theories,1
7639,radicalism,1
7639,research methods,1
7639,criminality,1
7639,deviance,1
7639,life course theory,1
7639,violence,1
993,diversity,1
993,significance quest,1
993,radicalism,1
27890,resources,1
27890,deprivation,1
27890,radicalism,1
27890,religiosity,1
828,xgboost,1
828,radicalism,1
1331,education,1
1331,culture,1
1331,radicalism,1
858,radicalism,1
858,religiosity,1
18568,cognition,1
18568,islamist,1
18568,radicalism,1
20246,radicalism,1
20246,lower saxony (germany),1
20246,adolescence,1
20246,criminality,1
20246,far right,1
48765,communication strategies,1
48765,radicalism,1
48765,norms,1
48765,uncertainty,1
48765,visual culture,1
48765,identity,1
49512,identity,1
49512,uncertainty,1
49512,radicalism,1
50121,radicalism,1
50121,fanaticism,1
50121,personality,1
50121,mental health,1
50121,motivation,1
50121,violence,1
49167,deprivation,1
49167,activism,1
49167,radicalism,1
49167,religiosity,1
49167,mobilization,1
2085,fundamentalism,1
2085,violent religious behavior,1
2085,identity,1
2085,religiosity,1
49766,homicide,1
49766,state,1
49766,radicalism,1
49766,politics,1
49766,personality,1
49766,suicide,1
49766,criminality,1
49766,violence,1
7615,radicalism,1
7615,social criticism,1
7615,criminality,1
7615,intolerance,1
7615,binary world perception,1
2476,criminality,1
2476,radicalism,1
8884,cognition,1
8884,radicalism,1
8884,conspiracy,1
9002,recruitment,1
9002,radicalism,1
9002,ideology,1
9002,legitimization,1
9002,violence,1
1368,collective violence,1
1368,sexual aggression,1
1368,hate,1
1368,radicalism,1
883,intelligence gathering,1
883,radicalism,1
883,social network,1
1827,muslim converts,1
1827,roles,1
1827,radicalism,1
15170,general social prevention,1
15170,socio psychological determinants,1
15170,radicalism,1
15170,youth environment,1
15170,regional specifics,1
15170,krasnodar region,1
5548,immigration,1
5548,acculturation,1
5548,deprivation,1
5548,radicalism,1
5548,young muslims,1
5548,identity,1
32927,authoritarianism,1
32927,radicalism,1
32927,anarchism,1
32927,ideology,1
32927,communism,1
886,islamist,1
886,radicalism,1
1088,pirus,1
1088,military background,1
1088,radicalism,1
2041,threat,1
2041,radicalism,1
33198,deprivation,1
33198,radicalism,1
33198,social change,1
33198,norms,1
33198,structural equation modeling,1
33198,anomia,1
33198,far right,1
23363,radicalism,1
23363,adolescence,1
23363,personality,1
23363,identity,1
23363,law abidance,1
1141,dark triad,1
1141,dogmatism,1
1141,depression,1
1141,borderline traits,1
1141,schizophrenia,1
1141,mental health,1
16620,universities,1
16620,madaris,1
16620,radicalism,1
16620,adolescence,1
6265,violence risk assessment,1
6265,fusion,1
6265,radicalism,1
6265,identity,1
6265,far right,1
48893,norms,1
48893,identity,1
48893,uncertainty,1
48893,radicalism,1
43740,ideology,1
43740,violence,1
43740,radicalism,1
49019,high‐ risk activism,1
49019,radicalism,1
3601,education,1
3601,substance use,1
3601,radicalism,1
3601,students,1
6686,internet,1
6686,far right,1
6686,posting behaviors,1
6686,radicalism,1
50560,islamist,1
50560,radicalism,1
50461,group process,1
50461,radicalism,1
50461,lone actor,1
1555,social exclusion,1
1555,radicalism,1
1555,rejection sensitivity,1
12826,education,1
12826,immaturity,1
12826,same sex relationship,1
12826,radicalism,1
12826,norms,1
12826,family,1
7829,islamist,1
7829,radicalism,1
7829,far left,1
7829,criminality,1
7829,far right,1
1922,activism,1
1922,club,1
1922,institutions,1
1922,creative activity,1
1922,pedagogical potential,1
20036,liwc,1
20036,radicalism,1
20036,morality,1
8682,far right,1
8682,social media,1
8682,opinion leaders,1
8682,radicalism,1
2758,identity,1
2758,radicalism,1
2758,integration,1
44476,status,1
44476,deprivation,1
44476,authoritarianism,1
44476,radicalism,1
44476,social exclusion,1
44476,adolescence,1
44476,integration,1
44476,far right,1
44476,anomy theory,1
4508,radicalism,1
4508,fusion,1
4508,intergroup attitudes,1
4508,cognition,1
4508,ideology,1
4508,identity,1
1896,action zealandia,1
1896,far right,1
1896,radicalism,1
1560,recruitment,1
1560,psychological manipulation,1
1560,radicalism,1
27788,humility,1
27788,dark triad,1
27788,honesty,1
27788,radicalism,1
7637,mortality salience,1
7637,radicalism,1
1170,psychological abuse,1
1170,islamist,1
1170,radicalism,1
715,conflict resolution,1
715,adolescence,1
715,radicalism,1
6258,hexaco personality,1
6258,islamist,1
6258,radicalism,1
6258,altruism,1
6258,violent and nonviolent behavioral intentions,1
6807,propaganda,1
6807,islamist,1
6807,radicalism,1
6807,internet,1
6807,identity,1
6807,far right,1
22400,mental health,1
22400,radicalism,1
18262,far left,1
18262,politics,1
18262,radicalism,1
18262,right wing,1
6010,islamist,1
6010,radicalism,1
6010,emotion,1
6010,justice,1
6010,identity,1
12668,authoritarianism,1
12668,radicalism,1
12668,democracy,1
12668,trust,1
12668,far right,1
27,far right,1
27,radicalism,1
27,elections,1
1388,threat,1
1388,identity,1
1388,uncertainty,1
1388,radicalism,1
10186,nationalism,1
10186,diversity,1
10186,right wing violence,1
10186,social movements,1
10186,gun culture,1
6766,fundamentalism,1
6766,radicalism,1
6766,internet,1
6766,significance quest,1
6766,superiority,1
6766,conspiracy,1
6766,far right,1
6766,white race,1
1242,justice,1
1242,radicalism,1
1242,society,1
1242,religiosity,1
10611,heresy,1
10611,radicalism,1
10611,rehabilitation,1
16736,fundamentalism,1
16736,radicalism,1
16736,significance quest,1
16736,ideology,1
16736,justice,1
121,radicalism,1
121,political opinion,1
121,quasi experimental design,1
121,ideology,1
121,far right,1
28525,radicalism,1
28525,far left,1
28525,trust,1
28525,justice,1
28525,security,1
48674,sex,1
48674,radicalism,1
48674,motivational themes,1
48674,far left,1
48674,autobiographies,1
15664,security,1
15664,ideology,1
15664,radicalism,1
6690,radicalism,1
6690,discrimination,1
6690,religiosity,1
48220,sex,1
48220,youth bulge,1
48220,fusion,1
48220,radicalism,1
48220,masculinity,1
48220,identity,1
1888,mental health,1
1888,north america,1
1888,radicalism,1
1888,discrimination,1
6885,homicide,1
6885,conflict,1
6885,hate,1
6885,community violence,1
6885,violent offenders,1
48393,fundamentalism,1
48393,political agency,1
48393,radicalism,1
48393,structural equation modeling,1
48393,trust,1
16159,criminality,1
16159,radicalism,1
13248,radicalism,1
13248,discrimination,1
13248,segregation,1
13248,autonomy,1
13248,territorial integrity,1
13248,secession,1
1013,),1
1013,radicalism,1
1013,adolescence,1
1013,bosnia and herzegovina (b,1
1013,h,1
9582,radicalism,1
9582,significance quest,1
9582,employment,1
9582,romantic relationships,1
9582,motivational imbalance,1
18096,social learning,1
18096,criminality,1
18096,social media,1
18096,radicalism,1
3437,education,1
3437,social work,1
3437,radicalism,1
3437,preventing,1
3437,youth work,1
3437,religiosity,1
3437,muslim youth,1
12004,norms,1
12004,polarization,1
12004,social proof,1
12004,selective exposure,1
12004,information cascades,1
537,identity,1
537,fusion,1
537,radicalism,1
6074,radicalism,1
6074,emotion,1
6074,western foreign policy,1
6074,victimization,1
6074,justice,1
6074,identity,1
823,cognition,1
823,mental health,1
823,radicalism,1
823,religiosity,1
659,action zealandia,1
659,far right,1
659,radicalism,1
28680,ideology,1
28680,radicalism,1
28680,conspiracy,1
4624,radicalism,1
4624,internet,1
4624,base rates,1
4624,threat,1
4624,unmatched count technique,1
4624,lone actor,1
4624,prolific,1
50508,radicalism,1
50508,cognition,1
50508,internet,1
50508,lone actor,1
50508,autism,1
50601,norms,1
50601,ideology,1
50601,radicalism,1
50601,social network,1
1129,education,1
1129,radicalism,1
1129,prejudice,1
1129,significance quest,1
1129,conspiracy,1
50536,norms,1
50536,violence,1
50536,radicalism,1
5926,islamist,1
5926,radicalism,1
5926,cognition,1
5926,significance quest,1
5926,frame alignment,1
1561,education,1
1561,adolescence,1
1561,radicalism,1
1561,religiosity,1
685,stigmatisation,1
685,radicalism,1
685,assimilation,1
685,secularism,1
685,securitisation,1
717,psychiatrization,1
717,radicalism,1
717,right wing populism,1
717,mental health,1
717,far right,1
7239,justice,1
7239,economy,1
7239,radicalism,1
47858,social media,1
47858,cve,1
47858,radicalism,1
50526,deprivation,1
50526,radicalism,1
50526,morality,1
50526,cognition,1
50526,personality,1
50526,forensic psychology,1
50526,forensic sciences,1
50526,sociocognitive paradigm,1
50504,propaganda,1
50504,culture,1
50504,adolescents and young people,1
50504,radicalism,1
50519,pathways,1
50519,group process,1
50519,radicalism,1
50519,aggression,1
754,mental health,1
754,public health,1
754,radicalism,1
6950,recruitment,1
6950,radicalism,1
6950,social network,1
6950,tools for influencing,1
6950,schemes of involvement,1
6950,religiosity,1
6950,manipulation,1
6950,security,1
6950,suggestion mechanism,1
6950,pseudo religion,1
49697,justice,1
49697,islamist,1
49697,radicalism,1
49697,social network,1
36235,dogmatism,1
36235,radicalism,1
36235,ideology,1
36235,intolerance,1
36235,overconfidence,1
8807,immigration,1
8807,nationalism,1
8807,prejudice,1
8807,identity,1
8807,far right,1
7450,homicide,1
7450,far right,1
7450,radicalism,1
1255,radicalism,1
1255,ptsd,1
1255,ideology,1
1255,adolescence,1
1255,mental health,1
1255,violence,1
1255,family history,1
1617,psychological discontinuity,1
1617,significance quest,1
1617,radicalism,1
678,internet,1
678,bis traits,1
678,activism,1
678,radicalism,1
1854,image macros,1
1854,radicalism,1
1854,internet,1
1854,right wing group,1
1854,identity,1
1854,violence,1
552,authoritarianism,1
552,radicalism,1
552,elections,1
552,personality,1
552,threat,1
552,superiority,1
3038,authoritarianism,1
3038,radicalism,1
3038,closed mindedness,1
3038,adolescence,1
3038,far right,1
48286,criminality,1
48286,far right,1
48286,social disorganization theory,1
48286,radicalism,1
1112,internet,1
1112,pathways,1
1112,radicalism,1
1112,profiles,1
353,individual factors,1
353,radicalism,1
5956,far right,1
5956,islamist,1
5956,radicalism,1
5956,violence,1
1011,radicalism,1
1011,social exclusion,1
1011,significance quest,1
1011,abortion rights,1
1011,identity,1
3438,sex,1
3438,deprivation,1
3438,radicalism,1
3438,life experiences,1
3438,resilience,1
3438,far right,1
1855,radicalism,1
1855,internet,1
1855,ideology,1
1855,threat,1
1855,group cohesion,1
908,internet,1
908,radicalism,1
2001,far,1
2001,right,1
2001,far right,1
2001,radicalism,1
50583,internet,1
50583,radicalism,1
50583,language,1
50583,recruitment,1
98,abstention,1
98,far right,1
98,radicalism,1
98,elections,1
950,radicalism,1
950,mass shootings,1
950,personality,1
950,mass violence,1
950,mental health,1
3994,radicalism,1
3994,ideology,1
3994,mental health,1
3994,european database,1
3994,justice,1
948,radicalism,1
948,social organization,1
948,lone actor,1
12500,activism,1
12500,social network,1
12500,adolescence,1
12500,far right,1
12500,social movements,1
18388,conflict,1
18388,deprivation,1
18388,economy,1
18388,radicalism,1
18388,justice,1
13576,family,1
13576,radicalism,1
13576,family characteristics,1
50439,radicalism,1
50439,contexts,1
50439,environmentalism,1
50439,climate change,1
50439,justice,1
802,identity,1
802,radicalism,1
802,religiosity,1
36042,counternarrative,1
36042,nonviolence,1
36042,radicalism,1
2600,mental health,1
2600,radicalism,1
2600,criminal antecedents,1
2600,status,1
7013,acculturation,1
7013,violence,1
7013,radicalism,1
7013,religiosity,1
2191,islamist,1
2191,radicalism,1
3486,mental health,1
3486,group process,1
3486,radicalism,1
3486,lone actor,1
1638,free time,1
1638,rationality,1
1638,radicalism,1
50303,bosnia and herzegovina,1
50303,islamophobia,1
50303,radicalism,1
50303,language,1
6371,radicalism,1
6371,fixation,1
6371,lone actor,1
6371,justice,1
6371,violence,1
2465,radicalism,1
2465,philosophy,1
2465,enactive approach,1
2465,lone actor,1
2465,justice,1
18339,conflict,1
18339,uncertainty,1
18339,radicalism,1
18339,dark world perceptions,1
1968,political engagement,1
1968,radicalism,1
1968,social network,1
1968,internet,1
1968,social media,1
43330,conflict,1
43330,institutions,1
43330,rebellion,1
43330,democracy,1
7812,young people,1
7812,radicalism,1
27564,ideology,1
27564,radicalism,1
27564,adolescence,1
27564,depression,1
5547,intergroup relations,1
5547,radicalism,1
5547,turkish dutch muslim youth,1
5547,culture,1
5547,identity,1
5547,family,1
703,usa,1
703,radicalism,1
703,pirus dataset,1
703,naive bayes,1
703,gradient boosting machine,1
703,religiosity,1
703,distributed random forest,1
27657,ethhicity,1
27657,islamist,1
27657,radicalism,1
44012,path dependence,1
44012,activism,1
44012,internal violence,1
44012,institutionalism,1
18570,conflict,1
18570,rebellion,1
18570,radicalism,1
18570,biopolitics,1
27754,radicalism,1
27754,domestic violence,1
27754,violence exposure,1
27754,child abuse,1
27754,family,1
8356,radicalism,1
8356,culture,1
8356,agents,1
8356,network formation,1
8356,social simulation,1
18373,culture,1
18373,family,1
18373,radicalism,1
761,immigration,1
761,islamist,1
761,radicalism,1
761,religiosity,1
7516,adolescence,1
7516,radicalism,1
7516,prejudice,1
7516,deviance,1
1260,education,1
1260,islamist,1
1260,mentorship,1
1260,radicalism,1
1260,transformative learning,1
1260,violence,1
35546,populism,1
35546,polarization,1
35546,radicalism,1
35546,society,1
48761,quantitative methods,1
48761,social movement theory,1
48761,radicalism,1
48761,religiosity,1
179,social learning theory,1
179,radicalism,1
179,techniques of neutralization,1
179,social media,1
179,far right,1
179,discursive opportunities,1
179,dehumanization,1
34412,group characteristics,1
34412,rebellion,1
34412,civil violence,1
34412,radicalism,1
1602,social cohesion,1
1602,family,1
1602,radicalism,1
5349,religious zionism,1
5349,identity,1
5349,radicalism,1
5349,religiosity,1
7745,immigration,1
7745,radicalism,1
7745,norms,1
7745,internet,1
7745,globalization,1
7745,institutions,1
7745,family,1
1275,family,1
1275,forein fighters,1
1275,islamist,1
1275,radicalism,1
35705,nationalism,1
35705,radicalism,1
35705,conspiracy,1
35705,victimhood,1
35705,religiosity,1
35705,identity,1
35705,white race,1
856,islamist,1
856,radicalism,1
856,emotion,1
856,sociology of religion,1
856,sociology,1
4194,identity,1
4194,radicalism,1
4194,religiosity,1
47857,radicalism,1
47857,adolescence,1
47857,situational characteristics,1
47857,lone actor,1
47857,individual characteristics,1
726,adolescence,1
726,radicalism,1
50569,islamist,1
50569,radicalism,1
50569,emotion,1
50569,religiosity,1
1184,radicalism,1
1184,rationality,1
1184,psychological mechanisms,1
1184,intolerance,1
1184,uncertainty,1
1184,justice,1
1415,sex,1
1415,mass killing events,1
1415,radicalism,1
1415,shootings,1
1415,mass shooters,1
1415,extreme violence,1
1415,killings,1
1415,mass murder,1
1415,females,1
1415,lone actor,1
1415,spree killing,1
33770,radicalism,1
33770,juvenile violent offenders,1
33770,youth violence,1
33770,far right,1
33770,imprisonment,1
1296,radicalism,1
1872,mental health,1
1872,young people,1
1872,radicalism,1
1872,professional,1
28804,identity,1
28804,islamist,1
28804,religiosity,1
50203,homicide,1
50203,economy,1
50203,poverty,1
50203,social violence,1
50203,institutions,1
50203,justice,1
48029,adolescence,1
48029,radicalism,1
48029,early adulthood,1
6486,islamist,1
6486,radicalism,1
6486,central africa republic,1
6486,religiosity,1
7894,role exit,1
7894,determination,1
7894,radicalism,1
50505,far right,1
50505,developmental models,1
50505,radicalism,1
1124,far right,1
1124,attachment,1
1124,radicalism,1
1124,psychological development,1
6254,education,1
6254,radicalism,1
6254,diversity,1
6254,security,1
6254,empathy,1
23057,criminality,1
